Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Cleaver_downgraded,Deal [sword]5 damage|Cooldown of 1 turn,1,attack(5); sfxdamage(target[;]5); e.availablenextturn = false; e.unavailabledetails = [~On cooldown!~];,Throwing Knife,COUNTDOWN,10,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Splutter,Split one dice in two|Return the other,1,var r = rand([0[;]1]); var dicearr = []; dicearr.push(actualdice[r].basevalue); dicearr = dicearr.concat(split(actualdice[1-r].basevalue[;]2)); givedice(dicearr);,Magic Lockpick,MIN2|MIN2,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Splutter_upgraded,Split first dice in two|Return the other,1,givedice(split(actualdice[0].basevalue[;]2).concat(actualdice[1].basevalue));,Magic Lockpick,MIN2|MIN2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Splutter_downgraded,Split one dice in two,1,givedice(split(actualdice[rand([0[;]1])].basevalue));,Magic Lockpick,MIN2|MIN2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Kalis,Deal [sword]1 damage[;] twice|[gray](Reusable),1,,Bubble Gun,NORMAL|NORMAL,,RED,change_power,change_power,,none,-1,YES,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~attack(1); sfxdamage(target|1);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 400|e.y|0.1); makespike(e.x + (e.width)/2|e.y|0.2);};,,,
Kalis_upgraded,Deal [sword]1 damage[;] 3 times|[gray](Reusable),1,,Bubble Gun,NORMAL|NORMAL,,RED,,,,none,-1,YES,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~attack(1); sfxdamage(target|1);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 400|e.y|0.1); makespike(e.x + (e.width)/2|e.y|0.2); makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 150 : -150)|0.3);};,,,
Kalis_downgraded,Deal [sword]1 damage|[gray](Reusable),1,,Bubble Gun,NORMAL|NORMAL,,RED,,,,none,-1,YES,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~attack(1); sfxdamage(target|1);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 100 : -100)|0.1); };,,,
Swizzle,Dice value +1[;] then|flip it upside down,1,var da = []; d = d + 1; while(d > 6){da.push(6); d-=6;}; da.push(d); da[0] = 7 - da[0]; if(da.length > 0){givedice(da);};,Magic Lantern,MAX5,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Swizzle_upgraded,Dice value -1[;] then|flip it upside down,1,var da = []; d = d - 1; while(d > 6){da.push(6); d-=6;}; da.push(d); da[0] = 7 - da[0]; if(da.length > 0){givedice(da);};,Magic Lantern,MIN2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Swizzle_downgraded,Dice value +1[;] then|flip it upside down,1,var da = []; d = d + 1; while(d > 6){da.push(6); d-=6;}; da.push(d); da[0] = 7 - da[0]; if(da.length > 0){givedice(da);};,Magic Lantern,MAX2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Cup of Tea,Restore [heal]4 health|Gain [shield]4 shield,1,pierceattackself(-4); inflictself(SHIELD[;]4); sfx(~_heal~); sfx(~_shield~);,Revitalize,COUNTDOWN,16,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Cup of Tea_upgraded,Restore [heal]5 health|Gain [shield]5 shield,1,pierceattackself(-5); inflictself(SHIELD[;]5);  sfx(~_heal~); sfx(~_shield~);,Revitalize,COUNTDOWN,16,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Cup of Tea_downgraded,Restore [heal]2 health|Gain [shield]2 shield,1,pierceattackself(-2); inflictself(SHIELD[;]2);  sfx(~_heal~); sfx(~_shield~);,Revitalize,COUNTDOWN,16,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Unsettling Dream,Halve the enemy's health,1,pierceattack(target.hp/2); sfxdamage(target[;]target.hp/2);,Throwing Knife,COUNTDOWN,50,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Unsettling Dream_upgraded,Deal damage equal to half|of enemy's max health,1,pierceattack(target.maxhp/2); sfxdamage(target[;]target.maxhp/2);,Throwing Knife,COUNTDOWN,50,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Unsettling Dream_downgraded,Reduce enemy health|by a quarter,1,pierceattack(target.hp/4); sfxdamage(target[;]target.hp/4);,Throwing Knife,COUNTDOWN,50,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Megaclone,Duplicate all your dice,1,var dicearray = []; for(dice in self.dicepool){ if(dice.available()){ dicearray.push(dice.basevalue); }; }; givedice(dicearray);,Clone Device,COUNTDOWN,30,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Megaclone_upgraded,Get 2 copies of|all of your dice,1,var dicearray = []; for(dice in self.dicepool){ if(dice.available()){ dicearray.push(dice.basevalue); dicearray.push(dice.basevalue); }; }; givedice(dicearray);,Clone Device,COUNTDOWN,30,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Megaclone_downgraded,Duplicate one of your dice,1,var dicearray = []; for(dice in self.dicepool){ if(dice.available()){ dicearray.push(dice.basevalue); }; }; givedice(rand(dicearray));,Clone Device,COUNTDOWN,30,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Weapons Hot,Gain [thorns]2 thorns[;] inflict|[weaken]2 weaken[;] gain [fury]Fury,2,inflictself(THORNS[;]2); inflict(WEAKEN[;]2); inflictself(FURY); sfx(~_fury~); sfx(~_cure~);,Fury,COUNTDOWN,25,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,inflictself(THORNS[;]2); inflictself(FURY); sfx(~_fury~);
Weapons Hot_upgraded,Gain [thorns]3 thorns[;] inflict|[weaken]3 weaken[;] gain [fury]Fury,2,inflictself(THORNS[;]3); inflict(WEAKEN[;]3); inflictself(FURY); sfx(~_fury~); sfx(~_cure~);,Fury,COUNTDOWN,25,RED,,,,,0,NO,NO,,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,inflictself(THORNS[;]3); inflictself(FURY); sfx(~_fury~);
Weapons Hot_downgraded,Gain [thorns]1 thorns[;] inflict|[weaken]1 weaken[;] gain [fury]Fury,2,inflictself(THORNS[;]1); inflict(WEAKEN[;]1); inflictself(FURY); sfx(~_fury~); sfx(~_cure~);,Fury,COUNTDOWN,25,RED,,,,,0,NO,NO,,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,inflictself(THORNS[;]1); inflictself(FURY); sfx(~_fury~);
Threeken,Inflict [weaken]3 weaken,2,inflict(WEAKEN[;]3); sfx(~_weaken~);,Burrower,REQUIRE3,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Threeken_upgraded,Inflict [weaken]3 weaken|[gray](3 uses this turn),2,inflict(WEAKEN[;]3); sfx(~_weaken~);,Burrower,REQUIRE3,,ORANGE,,,,,3,NO,NO,,,,,,,,,,,,,
Threeken_downgraded,Inflict [weaken]3 weaken,2,inflict(WEAKEN[;]3); sfx(~_weaken~);,Burrower,REQUIRE3|REQUIRE3|REQUIRE3,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Crown and Anchor,Even: Inflict [weaken]1 weaken|Odd: Gain [thorns]1 thorns,1,if(d%2 == 0){ inflict(WEAKEN); sfx(~_weaken~); }else{ inflictself(THORNS); sfx(~_thorns~); };,Pinprick,NORMAL,,GREEN,change_power,change_power,,,0,SPIKEDSHIELD,NO,,,,,,,,,,,,,
Crown and Anchor_upgraded,Even: [weaken]1 [;] Odd: [thorns]1 |[gray](Reusable),1,if(d%2 == 0){ inflict(WEAKEN); sfx(~_weaken~); }else{ inflictself(THORNS); sfx(~_thorns~); };,Pinprick,NORMAL,,GREEN,,,,,3,SPIKEDSHIELD,NO,,,,,,,,,,,,,
Crown and Anchor_downgraded,Even: Inflict [weaken]1 weaken|Odd: Gain [thorns]1 thorns,1,if(d%2 == 0){ inflict(WEAKEN); sfx(~_weaken~); }else{ inflictself(THORNS); sfx(~_thorns~); };,Pinprick,MAX3,,GREEN,,,,,0,SPIKEDSHIELD,NO,,,,,,,,,,,,,
Surfive,Survive the next fatal blow,1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down,REQUIRE5,,PINK,change_power,change_power,survive,,0,YES,NO,,,,,,,,,,,,,
Surfive_upgraded,Survive the next fatal blow,1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down,MIN5,,PINK,,,,,0,YES,NO,,,,,,,,,,,,,
Surfive_downgraded,Survive the next fatal blow,1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down,REQUIRE5|REQUIRE5,,PINK,,,,,0,YES,NO,,,,,,,,,,,,,
Surfive?,Survive for 3 turns...|[gray](once per battle),1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down?,REQUIRE5,,PINK,change_power,change_power,,,0,YES,YES,alternateversion,,,,,,,,,,,,
Surfive?_upgraded,Survive for 3 turns...|[gray](once per battle),1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down?,MIN5,,PINK,,,,,0,YES,YES,alternateversion,,,,,,,,,,,,
Surfive?_downgraded,Survive for 3 turns...|[gray](once per battle),1,inflictself(SURVIVE); sfx(~_survive~);,Phoenix Down?,REQUIRE5|REQUIRE5,,PINK,,,,,0,YES,YES,alternateversion,,,,,,,,,,,,
Illumineight,Get both dice next turn,1,inflictself(~illuminate~); [for(ad in actualdice) inflictself(~stash~+ad.basevalue) ]; sfx(~magic_gaindice~);,Magic Lantern,NORMAL|NORMAL,8,YELLOW,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Illumineight_upgraded,Get both dice next turn|,1,inflictself(~illuminate~); [for(ad in actualdice) inflictself(~stash~+ad.basevalue) ]; sfx(~magic_gaindice~);,Magic Lantern,NORMAL|NORMAL,8,YELLOW,,,,,8,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Illumineight_downgraded,Get both dice next turn|,1,inflictself(~illuminate~); [for(ad in actualdice) inflictself(~stash~+ad.basevalue) ]; sfx(~magic_gaindice~);,Magic Lantern,ODD|ODD,8,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Curseven,Inflict [curse]7 curses[;] enemy|keeps them between turns,1,inflict(CURSE[;]7); sfx(~_curse~); for(st in target.status){trace(st.type); if(st.type == ~curse~){st.remove_at_endturn = false;};};,Ragnarok,COUNTDOWN,77,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Curseven_upgraded,Inflict [curse]7 curses[;] enemy|keeps them between turns|,1,inflict(CURSE[;]7); sfx(~_curse~); for(st in target.status){trace(st.type); if(st.type == ~curse~){st.remove_at_endturn = false;};};,Ragnarok,COUNTDOWN,77,PURPLE,,,,,7,NO,NO,,,,,,,,,,,,,
Curseven_downgraded,Inflict [curse]1 curse[;] enemy|keeps them between turns,1,inflict(CURSE[;]1); sfx(~_curse~); for(st in target.status){trace(st.type); if(st.type == ~curse~){st.remove_at_endturn = false;};};,Ragnarok,COUNTDOWN,77,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Tesseract,Gain a blessing 4 times|([heal]3[;] [shield]4[;] [dodge]1[;] [thorns]1[;] [reduce]1[]),1,var shield = false; var dodge = false; var heal = false; for(x in 0...4){ var r = rand([0[;]1[;]2[;]3[;]4]); if(r == 0){ attackself(-3); heal = true; }else if(r == 1){ inflictself(SHIELD[;]4); shield = true; }else if(r == 2){ inflictself(DODGE); dodge = true; }else if(r == 3){ inflictself(THORNS); shield = true; }else if(r == 4){ inflictself(REDUCE); shield = true; }; }; if(shield){ sfx(~_shield~); }; if(heal){ sfx(~_heal~); }; if(dodge){ sfx(~_dodge~); };,Power Up,COUNTDOWN,40,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Tesseract_upgraded,Gain a blessing 6 times|([heal]3[;] [shield]4[;] [dodge]1[;] [thorns]1[;] [reduce]1[]),1,var shield = false; var dodge = false; var heal = false; for(x in 0...6){ var r = rand([0[;]1[;]2[;]3[;]4]); if(r == 0){ attackself(-3); heal = true; }else if(r == 1){ inflictself(SHIELD[;]4); shield = true; }else if(r == 2){ inflictself(DODGE); dodge = true; }else if(r == 3){ inflictself(THORNS); shield = true; }else if(r == 4){ inflictself(REDUCE); shield = true; }; }; if(shield){ sfx(~_shield~); }; if(heal){ sfx(~_heal~); }; if(dodge){ sfx(~_dodge~); };,Power Up,COUNTDOWN,40,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Tesseract_downgraded,Gain a blessing 2 times|([heal]3[;] [shield]4[;] [dodge]1[;] [thorns]1[;] [reduce]1[]),1,var shield = false; var dodge = false; var heal = false; for(x in 0...2){ var r = rand([0[;]1[;]2[;]3[;]4]); if(r == 0){ attackself(-3); heal = true; }else if(r == 1){ inflictself(SHIELD[;]4); shield = true; }else if(r == 2){ inflictself(DODGE); dodge = true; }else if(r == 3){ inflictself(THORNS); shield = true; }else if(r == 4){ inflictself(REDUCE); shield = true; }; }; if(shield){ sfx(~_shield~); }; if(heal){ sfx(~_heal~); }; if(dodge){ sfx(~_dodge~); };,Power Up,COUNTDOWN,40,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Locktrick,Dice value +1[;] then|split it in two,1,if(d == 6){ givedice(rand([[1[;]6][;][2[;]5][;][3[;]4][;][4[;]3][;][5[;]2][;][6[;]1]])); }else{ givedice(split(d+1)); };,Magic Lockpick,ODD,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Locktrick_upgraded,Dice value +1[;] then|split it in two,1,if(d == 6){ givedice(rand([[1[;]6][;][2[;]5][;][3[;]4][;][4[;]3][;][5[;]2][;][6[;]1]])); }else{ givedice(split(d+1)); };,Magic Lockpick,MAX5,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Locktrick_downgraded,Split a dice in two,1,givedice(split(d));,Magic Lockpick,ODD,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Momentum,Take an extra turn[;]|immediately,1,inflictself(EXTRATURN); if(self.getvar(~furytest~) == 0){ self.endturnnow(); }; sfx(~_fury~);,Time Stop,COUNTDOWN,60,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,self.setvar(~furytest~[;]getstatusself(FURY));,,donothing();,
Momentum_upgraded,Take an extra turn[;]|after you end this one,1,inflictself(EXTRATURN); sfx(~_fury~);,Time Stop,COUNTDOWN,60,YELLOW,,,,,0,YES,NO,,,,,,,,,,self.setvar(~furytest~[;]getstatusself(FURY));,,donothing();,
Momentum_downgraded,Roll an extra dice,1,givedice();,Time Stop,COUNTDOWN,60,YELLOW,,,,,0,YES,NO,,,,,,,,,,self.setvar(~furytest~[;]getstatusself(FURY));,,donothing();,
Death Penalty,Deal [sword]<d6> damage|10% chance to curse enemy,1,var odds = 10; if(getstatusself(~luck~) > 0){ odds += 10 * getstatusself(~luck~); } else if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); sfxdamage(target|d); if(chance(odds)) { self.textparticle(~Success!~); inflict(CURSE); sfx(~_curse~); },Dramatic Pause,MAX5,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Death Penalty_upgraded,Deal [sword]<d6> damage|25% chance to curse enemy,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25 * getstatusself(~luck~); } else if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); sfxdamage(target|d); if(chance(odds)) { self.textparticle(~Success!~); inflict(CURSE); sfx(~_curse~); },Dramatic Pause,MAX5,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Death Penalty_downgraded,Deal [sword]<d6> damage,1,attack(d); sfxdamage(target|d);,Dramatic Pause,MAX5,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Full House,Roll a 1[;] 2[;] 3[;] 4[;] 5 and 6,1,givedice([1[;]2[;]3[;]4[;]5[;]6]);,Clone Device,COUNTDOWN,42,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Full House_upgraded,Roll a 1[;] 2[;] 3[;] 4[;] 5 and 6|[gray](2 uses this turn),1,givedice([1[;]2[;]3[;]4[;]5[;]6]);,Clone Device,COUNTDOWN,42,GREEN,,,,,-1,YES,NO,,,,,,,,,,,,,
Full House_downgraded,Roll a 1[;] 2[;] and 3,1,givedice([1[;]2[;]3]);,Clone Device,COUNTDOWN,42,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Hairpin,Dice value +1[;] 50%|chance to get -1 instead,1,var odds = 50; if(getstatusself(~luck~) > 0){ odds += 50; } else if(getstatusself(~luck+~) > 0){ odds = 100; }; if(chance(odds)) { self.textparticle(~Success?~); if(d > 1){ givedice(d-1); }; }else{ givedice(d+1); };,Megabump,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Hairpin_upgraded,Dice value +1[;] 50%|chance to get -1 instead|[gray](3 uses per turn),1,var odds = 50; if(getstatusself(~luck~) > 0){ odds += 50; } else if(getstatusself(~luck+~) > 0){ odds = 100; }; if(chance(odds)) { self.textparticle(~Success?~); if(d > 1){ givedice(d-1); }; }else{ givedice(d+1); };,Megabump,NORMAL,,GREEN,,,,,3,YES,NO,,,,,,,,,,,,,
Hairpin_downgraded,Dice value -1,1,givedice(d-1);,Megabump,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Limited Moon,Do [sword]<double>[;] 50% chance|to hit you for [sword]<double> too,1,var odds = 50; if(getstatusself(~luck~) > 0){ odds += 50; } else if(getstatusself(~luck+~) > 0){ odds = 100; }; attack(d*2); sfxdamage(target|d*2); if(chance(odds)) { self.textparticle(~Success?~); boomerang(d*2); },Two Handed Knife,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Limited Moon_upgraded,Do [sword]<double>[;] 50% chance|to hit you for [sword]<d6> too,1,var odds = 50; if(getstatusself(~luck~) > 0){ odds += 50; } else if(getstatusself(~luck+~) > 0){ odds = 100; }; attack(d*2); sfxdamage(target|d*2); if(chance(odds)) { self.textparticle(~Success?~); boomerang(d); },Two Handed Knife,NORMAL,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Limited Moon_downgraded,Do [sword]<d6>[;] 50% chance|to hit you for [sword]<double> too,1,var odds = 50; if(getstatusself(~luck~) > 0){ odds += 50; } else if(getstatusself(~luck+~) > 0){ odds = 100; }; attack(d); sfxdamage(target[;]d); if(chance(odds)) { self.textparticle(~Success?~); boomerang(d*2); },Two Handed Knife,NORMAL,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Conformer,Dice value = half of|your CPU counter (<var:halfcpucounter>),1,givedice(self.getvar(~halfcpucounter~));,Magic Six,EVEN,,GREEN,change_power,change_power,,,0,YES,NO,robotonly|excludefromrandomlists,,,,self.setvar(~halfcpucounter~[;]0);,,if(self.roll_total % 2 == 0){ self.setvar(~halfcpucounter~[;]self.roll_total/2); }else{ self.setvar(~halfcpucounter~[;](self.roll_total-1)/2); };,,,,,,
Conformer_upgraded,Dice value = half of|your CPU counter (<var:halfcpucounter>),1,givedice(self.getvar(~halfcpucounter~));,Magic Six,NORMAL,,GREEN,,,,,0,YES,NO,robotonly|excludefromrandomlists,,,,self.setvar(~halfcpucounter~[;]0);,,if(self.roll_total % 2 == 0){ self.setvar(~halfcpucounter~[;]self.roll_total/2); }else{ self.setvar(~halfcpucounter~[;](self.roll_total-1)/2); };,,,,,,
Conformer_downgraded,Dice value = half of|your CPU counter (<var:halfcpucounter>),1,givedice(self.getvar(~halfcpucounter~));,Magic Six,REQUIRE6,,GREEN,,,,,0,YES,NO,robotonly|excludefromrandomlists,,,,self.setvar(~halfcpucounter~[;]0);,,if(self.roll_total % 2 == 0){ self.setvar(~halfcpucounter~[;]self.roll_total/2); }else{ self.setvar(~halfcpucounter~[;](self.roll_total-1)/2); };,,,,,,
Marvellous Cheer,[sword]3 damage. On jackpot[;]|drain [heart]3 hp instead,1,if(!simulation){if(self.usecpuinsteadofdice){if(self.roll_jackpot > 0){ drain(3); sfx(~_drain~); }else{ attack(3); sfxdamage(target[;]3); };};}else{bonus(-10000);};,Life Leech,COUNTDOWN,7,RED,change_power,change_power,,,0,NO,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Marvellous Cheer_upgraded,[sword]3 damage. On jackpot[;]|drain [heart]3 hp as well,1,if(!simulation){if(self.usecpuinsteadofdice){attack(3); if(self.roll_jackpot > 0){ drain(3); sfx(~_drain~[;]~~[;]0.2); }; sfxdamage(target[;]3);};}else{bonus(-10000);};,Life Leech,COUNTDOWN,7,RED,,,,,0,NO,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Marvellous Cheer_downgraded,Deal [sword]3 damage,1,attack(3); sfxdamage(target[;]3);,Life Leech,COUNTDOWN,7,RED,,,,none,0,NO,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Solder,Combine dice|[gray](Reusable),1,givedice(d);,Magic Six,NORMAL|NORMAL,6,GREEN,change_power,change_power,,,2,YES,NO,,,,,,,,,,,,,
Solder_upgraded,Combine dice|[gray](Reusable),1,givedice(d);,Magic Six,NORMAL|NORMAL,6,GREEN,,,,,-1,YES,NO,,,,,,,,,,,,,
Solder_downgraded,Combine dice,1,givedice(d);,Magic Six,NORMAL|NORMAL,6,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Velcro,Average the dice values,1,givedice([(actualdice[0].basevalue + actualdice[1].basevalue) / 2[;](actualdice[0].basevalue + actualdice[1].basevalue + 1) / 2]);,Magic Six,NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Velcro_upgraded,Average the dice values|[gray](3 uses this turn),1,givedice([(actualdice[0].basevalue + actualdice[1].basevalue) / 2[;](actualdice[0].basevalue + actualdice[1].basevalue + 1) / 2]);,Magic Six,NORMAL|NORMAL,,GREEN,,,,,3,YES,NO,,,,,,,,,,,,,
Velcro_downgraded,Average the dice values,1,givedice([(actualdice[0].basevalue + actualdice[1].basevalue) / 2[;](actualdice[0].basevalue + actualdice[1].basevalue + 1) / 2]);,Magic Six,MAX3|MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Tin Snips,Combine dice[;] then|split total in three,1,if(d == 1){ givedice(1); }else if(d == 2){ givedice([1[;]1]); self.textparticle(~Nice try~); }else if(d < 13){ var values = [[[]][;][[]][;][[1[;]1[;]1]][;][[1[;]1[;]2]][;][[1[;]2[;]2][;][1[;]1[;]3]][;][[1[;]1[;]4][;][1[;]2[;]3][;][2[;]2[;]2]][;][[1[;]1[;]5][;][1[;]2[;]4][;][1[;]3[;]3][;][2[;]2[;]3]][;][[1[;]1[;]6][;][1[;]2[;]5][;][1[;]3[;]4][;][2[;]2[;]4][;][2[;]3[;]3]][;][[1[;]2[;]6][;][1[;]3[;]5][;][1[;]4[;]4][;][2[;]3[;]4][;][3[;]3[;]3]][;][[1[;]3[;]6][;][1[;]4[;]5][;][2[;]2[;]6][;][2[;]3[;]5][;][2[;]4[;]4][;][3[;]3[;]4]][;][[1[;]4[;]6][;][1[;]5[;]5][;][2[;]4[;]5][;][3[;]3[;]5][;][3[;]4[;]4]][;][[1[;]5[;]6][;][2[;]4[;]6][;][3[;]3[;]6][;][3[;]4[;]5][;][4[;]4[;]4]]]; var idxs = [[0[;]1[;]2][;][0[;]2[;]1][;][1[;]0[;]2][;][1[;]2[;]0][;][2[;]0[;]1][;][2[;]1[;]0]]; var val = rand(values[d-1]); var idx = rand(idxs); givedice([val[idx[0]][;]val[idx[1]][;]val[idx[2]]]); }else{ givedice(d); }; //consider trying your own split function?,Magic Six,MIN2|MIN2,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
